Country Code,Country Name,Region,Domain,Year,Actual,Predicted,Optimistic,Pessimistic,Error,Within_Band
FIN,Finland,Europe,Climate & Energy,2022,0.7313,0.6876,0.6895,0.6857,-0.0437,0
FIN,Finland,Europe,Climate & Energy,2023,0.7272,0.6881,0.6902,0.6861,-0.0391,0
FIN,Finland,Europe,Digital Infrastructure,2021,0.8115,0.924,0.9936,0.8545,0.1125,0
FIN,Finland,Europe,Digital Infrastructure,2022,0.8191,0.9487,1.0,0.8743,0.1296,0
FIN,Finland,Europe,Digital Infrastructure,2023,0.8322,0.9735,1.0,0.894,0.1412,0
FIN,Finland,Europe,Economic Fragility,2021,0.7147,0.7444,0.7604,0.7285,0.0297,0
FIN,Finland,Europe,Economic Fragility,2022,0.7159,0.7461,0.7631,0.729,0.0302,0
FIN,Finland,Europe,Economic Fragility,2023,0.7316,0.7477,0.7659,0.7295,0.016,1
FIN,Finland,Europe,Food Security,2021,0.8717,0.853,0.8679,0.8381,-0.0187,0
FIN,Finland,Europe,Food Security,2022,0.8681,0.8509,0.8668,0.8349,-0.0172,0
FIN,Finland,Europe,Food Security,2023,0.8471,0.8487,0.8657,0.8317,0.0016,1
FIN,Finland,Europe,Healthcare,2021,0.3656,0.3793,0.3956,0.3629,0.0136,1
FIN,Finland,Europe,Healthcare,2022,0.3419,0.3765,0.394,0.359,0.0346,0
FIN,Finland,Europe,Healthcare,2023,0.5276,0.3737,0.3924,0.355,-0.1538,0
FIN,Finland,Europe,Political Stability,2021,0.8276,0.8072,0.8195,0.795,-0.0204,0
FIN,Finland,Europe,Political Stability,2022,0.8128,0.7975,0.8106,0.7843,-0.0154,0
FIN,Finland,Europe,Political Stability,2023,0.7736,0.7877,0.8017,0.7737,0.0141,0
FRA,France,Europe,Climate & Energy,2021,0.6371,0.6349,0.6361,0.6337,-0.0022,0
FRA,France,Europe,Climate & Energy,2022,0.7521,0.6352,0.6365,0.6338,-0.1169,0
FRA,France,Europe,Climate & Energy,2023,0.7506,0.6354,0.6368,0.634,-0.1152,0
FRA,France,Europe,Digital Infrastructure,2021,0.9207,1.0,1.0,1.0,0.0793,0
FRA,France,Europe,Digital Infrastructure,2022,0.9231,1.0,1.0,1.0,0.0769,0
FRA,France,Europe,Digital Infrastructure,2023,0.9348,1.0,1.0,1.0,0.0652,0
FRA,France,Europe,Economic Fragility,2021,0.6833,0.7457,0.7578,0.7336,0.0624,0
FRA,France,Europe,Economic Fragility,2022,0.7059,0.7472,0.7602,0.7342,0.0413,0
FRA,France,Europe,Economic Fragility,2023,0.7169,0.7487,0.7625,0.7348,0.0318,0
FRA,France,Europe,Food Security,2021,0.8259,0.8375,0.8574,0.8175,0.0116,1
FRA,France,Europe,Food Security,2022,0.8397,0.8374,0.8587,0.8161,-0.0023,1
FRA,France,Europe,Food Security,2023,0.8224,0.8373,0.8601,0.8146,0.0149,1
FRA,France,Europe,Healthcare,2021,0.478,0.4652,0.4682,0.4622,-0.0128,0
FRA,France,Europe,Healthcare,2022,0.4673,0.4638,0.467,0.4606,-0.0034,0
FRA,France,Europe,Healthcare,2023,0.589,0.4625,0.4659,0.4591,-0.1265,0
FRA,France,Europe,Political Stability,2021,0.6895,0.643,0.6731,0.6129,-0.0465,0
FRA,France,Europe,Political Stability,2022,0.7041,0.6366,0.6688,0.6045,-0.0675,0
FRA,France,Europe,Political Stability,2023,0.6934,0.6303,0.6646,0.5959,-0.0631,0
GBR,United Kingdom,Europe,Climate & Energy,2021,0.6395,0.6368,0.6381,0.6355,-0.0027,0
GBR,United Kingdom,Europe,Climate & Energy,2022,0.7647,0.6369,0.6383,0.6355,-0.1277,0
GBR,United Kingdom,Europe,Climate & Energy,2023,0.7626,0.6371,0.6386,0.6356,-0.1256,0
GBR,United Kingdom,Europe,Digital Infrastructure,2021,0.9043,1.0,1.0,0.9903,0.0957,0
GBR,United Kingdom,Europe,Digital Infrastructure,2022,0.9066,1.0,1.0,1.0,0.0934,0
GBR,United Kingdom,Europe,Digital Infrastructure,2023,0.9081,1.0,1.0,1.0,0.0919,0
GBR,United Kingdom,Europe,Economic Fragility,2021,0.6679,0.7434,0.7593,0.7275,0.0756,0
GBR,United Kingdom,Europe,Economic Fragility,2022,0.6793,0.745,0.762,0.728,0.0657,0
GBR,United Kingdom,Europe,Economic Fragility,2023,0.7206,0.7466,0.7647,0.7284,0.0259,0
GBR,United Kingdom,Europe,Food Security,2021,0.8327,0.8349,0.8521,0.8177,0.0022,1
GBR,United Kingdom,Europe,Food Security,2022,0.8389,0.8351,0.8535,0.8167,-0.0038,1
GBR,United Kingdom,Europe,Food Security,2023,0.8231,0.8353,0.8549,0.8157,0.0122,1
GBR,United Kingdom,Europe,Healthcare,2021,0.3832,0.3522,0.36,0.3444,-0.031,0
GBR,United Kingdom,Europe,Healthcare,2022,0.3635,0.3546,0.363,0.3463,-0.0089,0
GBR,United Kingdom,Europe,Healthcare,2023,0.4584,0.357,0.3659,0.3481,-0.1014,0
GBR,United Kingdom,Europe,Political Stability,2021,0.7251,0.6827,0.7163,0.6491,-0.0424,0
GBR,United Kingdom,Europe,Political Stability,2022,0.7344,0.6797,0.7157,0.6437,-0.0547,0
GBR,United Kingdom,Europe,Political Stability,2023,0.7305,0.6768,0.7152,0.6384,-0.0537,0
GEO,Georgia,Central Asia,Climate & Energy,2021,0.642,0.6351,0.6416,0.6286,-0.0069,0
GEO,Georgia,Central Asia,Climate & Energy,2022,0.7398,0.6369,0.6439,0.6299,-0.1029,0
GEO,Georgia,Central Asia,Climate & Energy,2023,0.7437,0.6387,0.6461,0.6313,-0.1051,0
GEO,Georgia,Central Asia,Digital Infrastructure,2021,0.6594,0.6273,0.6643,0.5903,-0.0321,1
GEO,Georgia,Central Asia,Digital Infrastructure,2022,0.6878,0.6619,0.7015,0.6223,-0.0259,1
GEO,Georgia,Central Asia,Digital Infrastructure,2023,0.7134,0.6964,0.7386,0.6541,-0.017,1
GEO,Georgia,Central Asia,Economic Fragility,2021,0.6317,0.7123,0.7364,0.6883,0.0807,0
GEO,Georgia,Central Asia,Economic Fragility,2022,0.6227,0.7145,0.7402,0.6888,0.0918,0
GEO,Georgia,Central Asia,Economic Fragility,2023,0.6735,0.7167,0.7441,0.6892,0.0432,0
GEO,Georgia,Central Asia,Food Security,2021,0.7484,0.7846,0.8501,0.7191,0.0362,1
GEO,Georgia,Central Asia,Food Security,2022,0.7602,0.7961,0.8662,0.7259,0.0359,1
GEO,Georgia,Central Asia,Food Security,2023,0.7785,0.8076,0.8824,0.7327,0.0291,1
GEO,Georgia,Central Asia,Healthcare,2021,0.5074,0.4698,0.4893,0.4504,-0.0376,0
GEO,Georgia,Central Asia,Healthcare,2022,0.4536,0.4755,0.4963,0.4547,0.022,0
GEO,Georgia,Central Asia,Healthcare,2023,0.4113,0.4813,0.5034,0.4591,0.07,0
GEO,Georgia,Central Asia,Political Stability,2021,0.5258,0.5575,0.5812,0.5338,0.0317,0
GEO,Georgia,Central Asia,Political Stability,2022,0.5243,0.5658,0.5912,0.5405,0.0415,0
GEO,Georgia,Central Asia,Political Stability,2023,0.5462,0.5741,0.6012,0.5471,0.0279,0
GHA,Ghana,Africa,Climate & Energy,2021,0.5175,0.5118,0.5196,0.5041,-0.0057,1
GHA,Ghana,Africa,Climate & Energy,2022,0.5439,0.5156,0.5239,0.5073,-0.0282,0
GHA,Ghana,Africa,Climate & Energy,2023,0.4177,0.5194,0.5282,0.5105,0.1017,0
GHA,Ghana,Africa,Digital Infrastructure,2021,0.3531,0.2099,0.2393,0.1805,-0.1432,0
GHA,Ghana,Africa,Digital Infrastructure,2022,0.3597,0.2215,0.253,0.19,-0.1382,0
GHA,Ghana,Africa,Digital Infrastructure,2023,0.3619,0.233,0.2666,0.1994,-0.1288,0
GHA,Ghana,Africa,Economic Fragility,2021,0.6741,0.6809,0.6976,0.6642,0.0068,1
GHA,Ghana,Africa,Economic Fragility,2022,0.6245,0.6836,0.7015,0.6658,0.0591,0
GHA,Ghana,Africa,Economic Fragility,2023,0.6105,0.6864,0.7054,0.6673,0.0758,0
GHA,Ghana,Africa,Food Security,2021,0.6567,0.7178,0.7684,0.6673,0.0611,0
GHA,Ghana,Africa,Food Security,2022,0.6996,0.7247,0.7788,0.6706,0.0251,1
GHA,Ghana,Africa,Food Security,2023,0.7162,0.7316,0.7893,0.6739,0.0154,1
GHA,Ghana,Africa,Healthcare,2021,0.0806,0.0842,0.1037,0.0647,0.0036,1
GHA,Ghana,Africa,Healthcare,2022,0.076,0.0859,0.1068,0.065,0.0099,1
GHA,Ghana,Africa,Healthcare,2023,0.0611,0.0876,0.1099,0.0653,0.0264,0
GHA,Ghana,Africa,Political Stability,2021,0.6332,0.6429,0.6615,0.6244,0.0098,1
GHA,Ghana,Africa,Political Stability,2022,0.5766,0.6453,0.6651,0.6255,0.0686,0
GHA,Ghana,Africa,Political Stability,2023,0.6142,0.6476,0.6688,0.6265,0.0334,0
GRC,Greece,Europe,Climate & Energy,2021,0.6575,0.6547,0.6558,0.6536,-0.0028,0
GRC,Greece,Europe,Climate & Energy,2022,0.7658,0.6549,0.6561,0.6537,-0.1109,0
GRC,Greece,Europe,Climate & Energy,2023,0.7638,0.655,0.6563,0.6538,-0.1088,0
GRC,Greece,Europe,Digital Infrastructure,2021,0.8249,0.8708,0.8993,0.8424,0.0459,0
GRC,Greece,Europe,Digital Infrastructure,2022,0.8582,0.911,0.9415,0.8806,0.0528,0
GRC,Greece,Europe,Digital Infrastructure,2023,0.8768,0.9512,0.9837,0.9187,0.0744,0
GRC,Greece,Europe,Economic Fragility,2021,0.6706,0.778,0.8012,0.7549,0.1074,0
GRC,Greece,Europe,Economic Fragility,2022,0.6716,0.7819,0.8066,0.7572,0.1103,0
GRC,Greece,Europe,Economic Fragility,2023,0.7154,0.7857,0.8121,0.7593,0.0704,0
GRC,Greece,Europe,Food Security,2021,0.7939,0.7773,0.8066,0.7479,-0.0166,1
GRC,Greece,Europe,Food Security,2022,0.8135,0.7778,0.8093,0.7464,-0.0356,0
GRC,Greece,Europe,Food Security,2023,0.7832,0.7784,0.8119,0.7449,-0.0048,1
GRC,Greece,Europe,Healthcare,2021,0.4844,0.4788,0.4916,0.466,-0.0056,1
GRC,Greece,Europe,Healthcare,2022,0.4815,0.481,0.4947,0.4674,-0.0005,1
GRC,Greece,Europe,Healthcare,2023,0.4054,0.4833,0.4979,0.4687,0.0779,0
GRC,Greece,Europe,Political Stability,2021,0.6409,0.5528,0.5907,0.5149,-0.0881,0
GRC,Greece,Europe,Political Stability,2022,0.642,0.5426,0.5832,0.5021,-0.0993,0
GRC,Greece,Europe,Political Stability,2023,0.6709,0.5325,0.5757,0.4892,-0.1384,0
GTM,Guatemala,Central America & Caribbean,Climate & Energy,2021,0.6204,0.6177,0.6207,0.6146,-0.0028,1
GTM,Guatemala,Central America & Caribbean,Climate & Energy,2022,0.6168,0.6204,0.6237,0.6172,0.0036,0
GTM,Guatemala,Central America & Caribbean,Climate & Energy,2023,0.5034,0.6232,0.6267,0.6197,0.1199,0
GTM,Guatemala,Central America & Caribbean,Digital Infrastructure,2021,0.297,0.2907,0.3252,0.2562,-0.0063,1
GTM,Guatemala,Central America & Caribbean,Digital Infrastructure,2022,0.3353,0.3056,0.3425,0.2687,-0.0298,1
GTM,Guatemala,Central America & Caribbean,Digital Infrastructure,2023,0.3391,0.3205,0.3599,0.2811,-0.0186,1
GTM,Guatemala,Central America & Caribbean,Economic Fragility,2021,0.6669,0.7139,0.7239,0.7038,0.047,0
GTM,Guatemala,Central America & Caribbean,Economic Fragility,2022,0.6898,0.715,0.7258,0.7043,0.0253,0
GTM,Guatemala,Central America & Caribbean,Economic Fragility,2023,0.6968,0.7162,0.7276,0.7047,0.0194,0
GTM,Guatemala,Central America & Caribbean,Food Security,2021,0.6119,0.6208,0.6391,0.6026,0.009,1
GTM,Guatemala,Central America & Caribbean,Food Security,2022,0.6183,0.6218,0.6414,0.6023,0.0035,1
GTM,Guatemala,Central America & Caribbean,Food Security,2023,0.6005,0.6228,0.6437,0.6019,0.0223,0
GTM,Guatemala,Central America & Caribbean,Healthcare,2021,0.1867,0.1363,0.1665,0.1062,-0.0503,0
GTM,Guatemala,Central America & Caribbean,Healthcare,2022,0.1811,0.129,0.1612,0.0967,-0.0521,0
GTM,Guatemala,Central America & Caribbean,Healthcare,2023,0.1708,0.1216,0.156,0.0872,-0.0492,0
GTM,Guatemala,Central America & Caribbean,Political Stability,2021,0.5332,0.5029,0.5142,0.4915,-0.0303,0
GTM,Guatemala,Central America & Caribbean,Political Stability,2022,0.562,0.5063,0.5184,0.4941,-0.0557,0
GTM,Guatemala,Central America & Caribbean,Political Stability,2023,0.566,0.5097,0.5227,0.4968,-0.0563,0
HRV,Croatia,Europe,Climate & Energy,2021,0.6821,0.68,0.6823,0.6778,-0.002,1
HRV,Croatia,Europe,Climate & Energy,2022,0.7623,0.6805,0.6829,0.6781,-0.0818,0
HRV,Croatia,Europe,Climate & Energy,2023,0.7642,0.681,0.6835,0.6784,-0.0832,0
HRV,Croatia,Europe,Digital Infrastructure,2021,0.6839,0.7835,0.8137,0.7533,0.0996,0
HRV,Croatia,Europe,Digital Infrastructure,2022,0.6976,0.8167,0.849,0.7844,0.1191,0
HRV,Croatia,Europe,Digital Infrastructure,2023,0.7116,0.8499,0.8844,0.8154,0.1383,0
HRV,Croatia,Europe,Economic Fragility,2021,0.6357,0.7521,0.7705,0.7337,0.1163,0
HRV,Croatia,Europe,Economic Fragility,2022,0.6545,0.7547,0.7744,0.735,0.1002,0
HRV,Croatia,Europe,Economic Fragility,2023,0.6901,0.7573,0.7783,0.7362,0.0672,0
HRV,Croatia,Europe,Food Security,2021,0.7711,0.7739,0.7993,0.7485,0.0027,1
HRV,Croatia,Europe,Food Security,2022,0.796,0.7719,0.7991,0.7447,-0.0241,1
HRV,Croatia,Europe,Food Security,2023,0.7514,0.7699,0.7989,0.7409,0.0185,1
HRV,Croatia,Europe,Healthcare,2021,0.4115,0.3848,0.3938,0.3758,-0.0267,0
HRV,Croatia,Europe,Healthcare,2022,0.4036,0.3867,0.3963,0.377,-0.0169,0
HRV,Croatia,Europe,Healthcare,2023,0.383,0.3885,0.3988,0.3783,0.0055,1
HRV,Croatia,Europe,Political Stability,2021,0.7536,0.7743,0.7863,0.7623,0.0207,0
HRV,Croatia,Europe,Political Stability,2022,0.7646,0.7767,0.7896,0.7639,0.0121,1
HRV,Croatia,Europe,Political Stability,2023,0.7484,0.7791,0.7928,0.7654,0.0307,0
HUN,Hungary,Europe,Climate & Energy,2021,0.6467,0.6503,0.6525,0.6482,0.0036,0
HUN,Hungary,Europe,Climate & Energy,2022,0.764,0.6511,0.6534,0.6488,-0.1129,0
HUN,Hungary,Europe,Climate & Energy,2023,0.7611,0.6519,0.6544,0.6494,-0.1092,0
HUN,Hungary,Europe,Digital Infrastructure,2021,0.8031,0.8848,0.9273,0.8423,0.0817,0
HUN,Hungary,Europe,Digital Infrastructure,2022,0.8228,0.9223,0.9678,0.8768,0.0995,0
HUN,Hungary,Europe,Digital Infrastructure,2023,0.8369,0.9598,1.0,0.9113,0.123,0
HUN,Hungary,Europe,Economic Fragility,2021,0.6709,0.7299,0.7464,0.7134,0.059,0
HUN,Hungary,Europe,Economic Fragility,2022,0.6684,0.7316,0.7492,0.7139,0.0632,0
HUN,Hungary,Europe,Economic Fragility,2023,0.7003,0.7333,0.7521,0.7144,0.033,0
HUN,Hungary,Europe,Food Security,2021,0.8977,0.8906,0.8967,0.8846,-0.0071,0
HUN,Hungary,Europe,Food Security,2022,0.8908,0.8883,0.8948,0.8819,-0.0025,1
HUN,Hungary,Europe,Food Security,2023,0.879,0.886,0.8929,0.8791,0.0071,0
HUN,Hungary,Europe,Healthcare,2021,0.4097,0.3911,0.4006,0.3817,-0.0186,0
HUN,Hungary,Europe,Healthcare,2022,0.3976,0.3887,0.3988,0.3786,-0.0089,1
HUN,Hungary,Europe,Healthcare,2023,0.2864,0.3863,0.3971,0.3755,0.0999,0
HUN,Hungary,Europe,Political Stability,2021,0.792,0.7551,0.7763,0.7339,-0.0368,0
HUN,Hungary,Europe,Political Stability,2022,0.766,0.7512,0.7739,0.7286,-0.0147,1
HUN,Hungary,Europe,Political Stability,2023,0.7775,0.7474,0.7716,0.7232,-0.0301,0
IDN,Indonesia,East Asia,Climate & Energy,2021,0.6245,0.6347,0.6394,0.63,0.0102,0
IDN,Indonesia,East Asia,Climate & Energy,2022,0.7345,0.6422,0.6472,0.6372,-0.0923,0
IDN,Indonesia,East Asia,Climate & Energy,2023,0.738,0.6497,0.6551,0.6443,-0.0883,0
IDN,Indonesia,East Asia,Digital Infrastructure,2021,0.363,0.246,0.2718,0.2203,-0.117,0
IDN,Indonesia,East Asia,Digital Infrastructure,2022,0.3881,0.2594,0.2869,0.2318,-0.1288,0
IDN,Indonesia,East Asia,Digital Infrastructure,2023,0.4015,0.2727,0.3021,0.2432,-0.1289,0
IDN,Indonesia,East Asia,Economic Fragility,2021,0.7084,0.7021,0.7128,0.6914,-0.0063,1
IDN,Indonesia,East Asia,Economic Fragility,2022,0.6885,0.7037,0.7151,0.6922,0.0152,0
IDN,Indonesia,East Asia,Economic Fragility,2023,0.692,0.7052,0.7174,0.693,0.0132,0
IDN,Indonesia,East Asia,Food Security,2021,0.7514,0.8014,0.8198,0.783,0.05,0
IDN,Indonesia,East Asia,Food Security,2022,0.7616,0.8087,0.8284,0.789,0.0471,0
IDN,Indonesia,East Asia,Food Security,2023,0.75,0.8161,0.8371,0.795,0.066,0
IDN,Indonesia,East Asia,Healthcare,2021,0.1037,0.0868,0.0916,0.0819,-0.0169,0
IDN,Indonesia,East Asia,Healthcare,2022,0.0852,0.0894,0.0945,0.0842,0.0042,1
IDN,Indonesia,East Asia,Healthcare,2023,0.079,0.092,0.0975,0.0865,0.0129,0
IDN,Indonesia,East Asia,Political Stability,2021,0.5037,0.6043,0.6384,0.5702,0.1006,0
IDN,Indonesia,East Asia,Political Stability,2022,0.4989,0.6231,0.6597,0.5866,0.1242,0
IDN,Indonesia,East Asia,Political Stability,2023,0.5313,0.642,0.681,0.603,0.1107,0
IND,India,South Asia,Climate & Energy,2021,0.6212,0.5944,0.6022,0.5866,-0.0268,0
IND,India,South Asia,Climate & Energy,2022,0.6909,0.6011,0.6094,0.5928,-0.0898,0
IND,India,South Asia,Climate & Energy,2023,0.7003,0.6078,0.6167,0.5989,-0.0925,0
IND,India,South Asia,Digital Infrastructure,2021,0.0496,0.1639,0.1812,0.1466,0.1143,0
IND,India,South Asia,Digital Infrastructure,2022,0.3106,0.1724,0.1909,0.1539,-0.1382,0
IND,India,South Asia,Digital Infrastructure,2023,0.0658,0.181,0.2007,0.1612,0.1151,0
IND,India,South Asia,Economic Fragility,2021,0.6516,0.6871,0.705,0.6691,0.0355,0
IND,India,South Asia,Economic Fragility,2022,0.6635,0.6879,0.7071,0.6686,0.0244,0
IND,India,South Asia,Economic Fragility,2023,0.654,0.6886,0.7092,0.6681,0.0346,0
IND,India,South Asia,Food Security,2021,0.7889,0.8378,0.8626,0.813,0.0489,0
IND,India,South Asia,Food Security,2022,0.8038,0.8416,0.8681,0.815,0.0378,0
IND,India,South Asia,Food Security,2023,0.8191,0.8453,0.8736,0.8169,0.0262,1
IND,India,South Asia,Healthcare,2021,0.114,0.0936,0.0972,0.09,-0.0204,0
IND,India,South Asia,Healthcare,2022,0.1118,0.0904,0.0943,0.0866,-0.0214,0
IND,India,South Asia,Healthcare,2023,0.1085,0.0873,0.0914,0.0832,-0.0212,0
IND,India,South Asia,Political Stability,2021,0.4692,0.4197,0.4444,0.395,-0.0494,0
IND,India,South Asia,Political Stability,2022,0.4856,0.4234,0.4499,0.397,-0.0622,0
IND,India,South Asia,Political Stability,2023,0.4813,0.4271,0.4553,0.3989,-0.0542,0
IRL,Ireland,Europe,Climate & Energy,2021,0.6469,0.6443,0.6462,0.6425,-0.0026,0
IRL,Ireland,Europe,Climate & Energy,2022,0.7713,0.6441,0.6461,0.6422,-0.1272,0
IRL,Ireland,Europe,Climate & Energy,2023,0.7664,0.6439,0.646,0.6418,-0.1225,0
IRL,Ireland,Europe,Digital Infrastructure,2021,0.8063,0.8863,0.9308,0.8418,0.0801,0
IRL,Ireland,Europe,Digital Infrastructure,2022,0.809,0.9198,0.9675,0.8722,0.1108,0
IRL,Ireland,Europe,Digital Infrastructure,2023,0.812,0.9533,1.0,0.9025,0.1413,0
IRL,Ireland,Europe,Economic Fragility,2021,0.6079,0.6913,0.7249,0.6578,0.0834,0
IRL,Ireland,Europe,Economic Fragility,2022,0.6611,0.6908,0.7267,0.6549,0.0297,1
IRL,Ireland,Europe,Economic Fragility,2023,0.744,0.6903,0.7286,0.652,-0.0537,0
IRL,Ireland,Europe,Food Security,2021,0.8468,0.7938,0.8119,0.7758,-0.0529,0
IRL,Ireland,Europe,Food Security,2022,0.8569,0.7912,0.8105,0.7719,-0.0657,0
IRL,Ireland,Europe,Food Security,2023,0.8481,0.7885,0.8092,0.7679,-0.0596,0
IRL,Ireland,Europe,Healthcare,2021,0.3162,0.3163,0.3413,0.2913,0.0,1
IRL,Ireland,Europe,Healthcare,2022,0.2855,0.3132,0.3399,0.2864,0.0277,0
IRL,Ireland,Europe,Healthcare,2023,0.315,0.3101,0.3386,0.2815,-0.0049,1
IRL,Ireland,Europe,Political Stability,2021,0.8017,0.7884,0.8048,0.7719,-0.0134,1
IRL,Ireland,Europe,Political Stability,2022,0.8106,0.7816,0.7991,0.764,-0.029,0
IRL,Ireland,Europe,Political Stability,2023,0.8143,0.7748,0.7936,0.7561,-0.0395,0
ISL,Iceland,Europe,Climate & Energy,2021,0.6375,0.6114,0.6199,0.6029,-0.0261,0
ISL,Iceland,Europe,Climate & Energy,2022,0.5802,0.6074,0.6165,0.5983,0.0273,0
ISL,Iceland,Europe,Climate & Energy,2023,0.5806,0.6034,0.6132,0.5937,0.0228,0
ISL,Iceland,Europe,Digital Infrastructure,2021,0.8941,1.0,1.0,0.9719,0.1059,0
ISL,Iceland,Europe,Digital Infrastructure,2022,0.8847,1.0,1.0,0.994,0.1153,0
ISL,Iceland,Europe,Digital Infrastructure,2023,0.8848,1.0,1.0,1.0,0.1152,0
ISL,Iceland,Europe,Economic Fragility,2021,0.6888,0.7312,0.7511,0.7113,0.0424,0
ISL,Iceland,Europe,Economic Fragility,2022,0.6495,0.7332,0.7545,0.7119,0.0837,0
ISL,Iceland,Europe,Economic Fragility,2023,0.6767,0.7352,0.758,0.7124,0.0585,0
ISL,Iceland,Europe,Food Security,2021,0.7981,0.8153,0.8439,0.7868,0.0173,1
ISL,Iceland,Europe,Food Security,2022,0.8228,0.8156,0.8461,0.7851,-0.0072,1
ISL,Iceland,Europe,Food Security,2023,0.8,0.8159,0.8485,0.7833,0.0159,1
ISL,Iceland,Europe,Healthcare,2021,0.4782,0.3314,0.3481,0.3148,-0.1467,0
ISL,Iceland,Europe,Healthcare,2022,0.4627,0.3273,0.3451,0.3094,-0.1355,0
ISL,Iceland,Europe,Healthcare,2023,0.4481,0.3231,0.3421,0.3041,-0.125,0
ISL,Iceland,Europe,Political Stability,2021,0.9163,0.8945,0.9167,0.8722,-0.0218,1
ISL,Iceland,Europe,Political Stability,2022,0.8897,0.8923,0.9162,0.8685,0.0026,1
ISL,Iceland,Europe,Political Stability,2023,0.8821,0.8902,0.9156,0.8648,0.0081,1
ITA,Italy,Europe,Climate & Energy,2021,0.651,0.654,0.6552,0.6528,0.003,0
ITA,Italy,Europe,Climate & Energy,2022,0.7664,0.6547,0.656,0.6534,-0.1118,0
ITA,Italy,Europe,Climate & Energy,2023,0.764,0.6553,0.6567,0.6539,-0.1086,0
ITA,Italy,Europe,Digital Infrastructure,2021,0.6987,0.7363,0.7615,0.7111,0.0376,0
ITA,Italy,Europe,Digital Infrastructure,2022,0.7483,0.7639,0.7909,0.7369,0.0156,1
ITA,Italy,Europe,Digital Infrastructure,2023,0.7646,0.7915,0.8203,0.7627,0.0269,1
ITA,Italy,Europe,Economic Fragility,2021,0.6666,0.7575,0.7716,0.7435,0.0909,0
ITA,Italy,Europe,Economic Fragility,2022,0.6811,0.7594,0.7744,0.7444,0.0783,0
ITA,Italy,Europe,Economic Fragility,2023,0.7184,0.7612,0.7772,0.7452,0.0427,0
ITA,Italy,Europe,Food Security,2021,0.8267,0.8174,0.839,0.7958,-0.0092,1
ITA,Italy,Europe,Food Security,2022,0.8408,0.817,0.8401,0.7938,-0.0239,0
ITA,Italy,Europe,Food Security,2023,0.8117,0.8166,0.8413,0.7919,0.0049,1
ITA,Italy,Europe,Healthcare,2021,0.3781,0.3564,0.3864,0.3265,-0.0216,1
ITA,Italy,Europe,Healthcare,2022,0.3733,0.3545,0.3866,0.3225,-0.0188,1
ITA,Italy,Europe,Healthcare,2023,0.4061,0.3526,0.3869,0.3184,-0.0534,0
ITA,Italy,Europe,Political Stability,2021,0.7382,0.6786,0.699,0.6582,-0.0596,0
ITA,Italy,Europe,Political Stability,2022,0.72,0.6744,0.6963,0.6525,-0.0455,0
ITA,Italy,Europe,Political Stability,2023,0.7453,0.6702,0.6936,0.6469,-0.0751,0
JAM,Jamaica,Central America & Caribbean,Climate & Energy,2021,0.6183,0.6254,0.6272,0.6236,0.0071,0
JAM,Jamaica,Central America & Caribbean,Climate & Energy,2022,0.7461,0.6289,0.6308,0.627,-0.1172,0
JAM,Jamaica,Central America & Caribbean,Climate & Energy,2023,0.6643,0.6324,0.6344,0.6303,-0.032,0
JAM,Jamaica,Central America & Caribbean,Digital Infrastructure,2021,0.5659,0.4742,0.4978,0.4506,-0.0917,0
JAM,Jamaica,Central America & Caribbean,Digital Infrastructure,2022,0.5702,0.4976,0.5229,0.4723,-0.0726,0
JAM,Jamaica,Central America & Caribbean,Digital Infrastructure,2023,0.6134,0.521,0.548,0.4941,-0.0924,0
JAM,Jamaica,Central America & Caribbean,Economic Fragility,2021,0.6807,0.7347,0.7485,0.7209,0.054,0
JAM,Jamaica,Central America & Caribbean,Economic Fragility,2022,0.6624,0.7366,0.7514,0.7219,0.0742,0
JAM,Jamaica,Central America & Caribbean,Economic Fragility,2023,0.7022,0.7386,0.7543,0.7228,0.0364,0
JAM,Jamaica,Central America & Caribbean,Food Security,2021,0.5718,0.6318,0.6716,0.592,0.0601,0
JAM,Jamaica,Central America & Caribbean,Food Security,2022,0.5799,0.6306,0.6732,0.5879,0.0506,0
JAM,Jamaica,Central America & Caribbean,Food Security,2023,0.5789,0.6293,0.6747,0.5838,0.0504,0
JAM,Jamaica,Central America & Caribbean,Healthcare,2021,0.2539,0.1793,0.206,0.1526,-0.0746,0
JAM,Jamaica,Central America & Caribbean,Healthcare,2022,0.2746,0.1768,0.2054,0.1482,-0.0978,0
JAM,Jamaica,Central America & Caribbean,Healthcare,2023,0.1801,0.1743,0.2048,0.1438,-0.0058,1
JAM,Jamaica,Central America & Caribbean,Political Stability,2021,0.6661,0.685,0.7168,0.6532,0.0189,1
JAM,Jamaica,Central America & Caribbean,Political Stability,2022,0.6978,0.6917,0.7258,0.6577,-0.0061,1
JAM,Jamaica,Central America & Caribbean,Political Stability,2023,0.7023,0.6984,0.7348,0.6621,-0.0039,1
JOR,Jordan,Middle East,Climate & Energy,2021,0.6295,0.6226,0.6241,0.621,-0.007,0
JOR,Jordan,Middle East,Climate & Energy,2022,0.7552,0.623,0.6246,0.6213,-0.1322,0
JOR,Jordan,Middle East,Climate & Energy,2023,0.6876,0.6233,0.6251,0.6215,-0.0643,0
JOR,Jordan,Middle East,Digital Infrastructure,2021,0.5014,0.4359,0.4491,0.4226,-0.0655,0
JOR,Jordan,Middle East,Digital Infrastructure,2022,0.5299,0.4572,0.4713,0.443,-0.0727,0
