Country Code,Country Name,Region,Domain,Year,Actual,Predicted,Optimistic,Pessimistic,Error,Within_Band
BWA,Botswana,Africa,Healthcare,2023,0.1643,0.2103,0.233,0.1876,0.046,0
BWA,Botswana,Africa,Political Stability,2021,0.8446,0.8433,0.8528,0.8339,-0.0012,1
BWA,Botswana,Africa,Political Stability,2022,0.8516,0.8437,0.8538,0.8335,-0.008,1
BWA,Botswana,Africa,Political Stability,2023,0.8439,0.844,0.8548,0.8331,0.0,1
CAN,Canada,North America,Climate & Energy,2021,0.6815,0.6837,0.685,0.6824,0.0022,0
CAN,Canada,North America,Climate & Energy,2022,0.7888,0.6837,0.6851,0.6822,-0.1051,0
CAN,Canada,North America,Climate & Energy,2023,0.7862,0.6836,0.6851,0.6821,-0.1026,0
CAN,Canada,North America,Digital Infrastructure,2021,0.899,0.9785,1.0,0.9469,0.0795,0
CAN,Canada,North America,Digital Infrastructure,2022,0.9043,1.0,1.0,0.9715,0.0957,0
CAN,Canada,North America,Digital Infrastructure,2023,0.9076,1.0,1.0,0.9961,0.0924,0
CAN,Canada,North America,Economic Fragility,2021,0.6857,0.7364,0.748,0.7247,0.0507,0
CAN,Canada,North America,Economic Fragility,2022,0.6899,0.7377,0.7501,0.7252,0.0477,0
CAN,Canada,North America,Economic Fragility,2023,0.719,0.739,0.7523,0.7257,0.02,0
CAN,Canada,North America,Food Security,2021,0.8456,0.8483,0.8601,0.8365,0.0028,1
CAN,Canada,North America,Food Security,2022,0.8508,0.8462,0.8589,0.8335,-0.0046,1
CAN,Canada,North America,Food Security,2023,0.8497,0.8441,0.8576,0.8306,-0.0056,1
CAN,Canada,North America,Healthcare,2021,0.3679,0.3526,0.3671,0.3381,-0.0153,0
CAN,Canada,North America,Healthcare,2022,0.3547,0.3541,0.3696,0.3386,-0.0006,1
CAN,Canada,North America,Healthcare,2023,0.4386,0.3557,0.3722,0.3391,-0.0829,0
CAN,Canada,North America,Political Stability,2021,0.8274,0.851,0.8685,0.8335,0.0236,0
CAN,Canada,North America,Political Stability,2022,0.7881,0.8511,0.8698,0.8323,0.063,0
CAN,Canada,North America,Political Stability,2023,0.7971,0.8511,0.8711,0.8311,0.054,0
CHE,Switzerland,Europe,Climate & Energy,2021,0.6576,0.6534,0.6544,0.6523,-0.0043,0
CHE,Switzerland,Europe,Climate & Energy,2022,0.745,0.6538,0.6549,0.6527,-0.0912,0
CHE,Switzerland,Europe,Climate & Energy,2023,0.7449,0.6542,0.6554,0.653,-0.0907,0
CHE,Switzerland,Europe,Digital Infrastructure,2021,0.9707,1.0,1.0,1.0,0.0293,0
CHE,Switzerland,Europe,Digital Infrastructure,2022,0.9622,1.0,1.0,1.0,0.0378,0
CHE,Switzerland,Europe,Digital Infrastructure,2023,0.977,1.0,1.0,1.0,0.023,0
CHE,Switzerland,Europe,Economic Fragility,2021,0.6966,0.7352,0.7452,0.7252,0.0386,0
CHE,Switzerland,Europe,Economic Fragility,2022,0.71,0.736,0.7467,0.7253,0.0259,0
CHE,Switzerland,Europe,Economic Fragility,2023,0.7305,0.7367,0.7481,0.7253,0.0063,1
CHE,Switzerland,Europe,Food Security,2021,0.9186,0.9357,0.949,0.9225,0.0171,0
CHE,Switzerland,Europe,Food Security,2022,0.9264,0.9382,0.9523,0.924,0.0118,1
CHE,Switzerland,Europe,Food Security,2023,0.9253,0.9406,0.9557,0.9255,0.0153,0
CHE,Switzerland,Europe,Healthcare,2021,0.4787,0.4665,0.4732,0.4597,-0.0122,0
CHE,Switzerland,Europe,Healthcare,2022,0.4726,0.468,0.4753,0.4608,-0.0046,1
CHE,Switzerland,Europe,Healthcare,2023,0.4686,0.4696,0.4773,0.4619,0.001,1
CHE,Switzerland,Europe,Political Stability,2021,0.8606,0.8886,0.905,0.8722,0.028,0
CHE,Switzerland,Europe,Political Stability,2022,0.8702,0.8871,0.9046,0.8695,0.0168,1
CHE,Switzerland,Europe,Political Stability,2023,0.8511,0.8855,0.9042,0.8667,0.0344,0
CHL,Chile,South America,Climate & Energy,2021,0.6627,0.6673,0.6697,0.6649,0.0046,0
CHL,Chile,South America,Climate & Energy,2022,0.7629,0.6669,0.6695,0.6643,-0.096,0
CHL,Chile,South America,Climate & Energy,2023,0.7583,0.6665,0.6693,0.6637,-0.0918,0
CHL,Chile,South America,Digital Infrastructure,2021,0.6805,0.6828,0.6964,0.6692,0.0023,1
CHL,Chile,South America,Digital Infrastructure,2022,0.7048,0.7121,0.7267,0.6976,0.0073,1
CHL,Chile,South America,Digital Infrastructure,2023,0.7114,0.7414,0.7569,0.7259,0.03,0
CHL,Chile,South America,Economic Fragility,2021,0.6405,0.7309,0.7451,0.7166,0.0903,0
CHL,Chile,South America,Economic Fragility,2022,0.6923,0.733,0.7483,0.7178,0.0407,0
CHL,Chile,South America,Economic Fragility,2023,0.7165,0.7352,0.7514,0.719,0.0187,0
CHL,Chile,South America,Food Security,2021,0.796,0.8201,0.8451,0.795,0.0241,1
CHL,Chile,South America,Food Security,2022,0.8091,0.8177,0.8445,0.7909,0.0086,1
CHL,Chile,South America,Food Security,2023,0.7879,0.8153,0.844,0.7867,0.0274,1
CHL,Chile,South America,Healthcare,2021,0.3193,0.2864,0.3074,0.2654,-0.0329,0
CHL,Chile,South America,Healthcare,2022,0.3311,0.2907,0.3132,0.2682,-0.0404,0
CHL,Chile,South America,Healthcare,2023,0.3397,0.295,0.319,0.271,-0.0447,0
CHL,Chile,South America,Political Stability,2021,0.6539,0.6531,0.6769,0.6292,-0.0008,1
CHL,Chile,South America,Political Stability,2022,0.6475,0.6462,0.6716,0.6207,-0.0014,1
CHL,Chile,South America,Political Stability,2023,0.6484,0.6393,0.6664,0.6121,-0.0092,1
CHN,China,East Asia,Climate & Energy,2021,0.6347,0.6261,0.6313,0.621,-0.0085,0
CHN,China,East Asia,Climate & Energy,2022,0.7541,0.6304,0.636,0.6249,-0.1236,0
CHN,China,East Asia,Climate & Energy,2023,0.7586,0.6348,0.6406,0.6289,-0.1238,0
CHN,China,East Asia,Digital Infrastructure,2021,0.7536,0.6822,0.7071,0.6573,-0.0714,0
CHN,China,East Asia,Digital Infrastructure,2022,0.8051,0.7177,0.7444,0.691,-0.0873,0
CHN,China,East Asia,Digital Infrastructure,2023,0.9134,0.7533,0.7817,0.7248,-0.1601,0
CHN,China,East Asia,Economic Fragility,2021,0.6719,0.6891,0.7012,0.6771,0.0172,0
CHN,China,East Asia,Economic Fragility,2022,0.7117,0.6911,0.704,0.6782,-0.0206,0
CHN,China,East Asia,Economic Fragility,2023,0.6987,0.6931,0.7069,0.6793,-0.0057,1
CHN,China,East Asia,Food Security,2021,0.8559,0.8929,0.9069,0.8789,0.037,0
CHN,China,East Asia,Food Security,2022,0.8489,0.8933,0.9082,0.8783,0.0444,0
CHN,China,East Asia,Food Security,2023,0.8403,0.8937,0.9096,0.8777,0.0533,0
CHN,China,East Asia,Healthcare,2021,0.2998,0.2771,0.2894,0.2649,-0.0226,0
CHN,China,East Asia,Healthcare,2022,0.3377,0.285,0.2981,0.2719,-0.0528,0
CHN,China,East Asia,Healthcare,2023,0.3489,0.2928,0.3068,0.2788,-0.0561,0
CHN,China,East Asia,Political Stability,2021,0.507,0.5178,0.5376,0.498,0.0108,1
CHN,China,East Asia,Political Stability,2022,0.5211,0.5174,0.5386,0.4963,-0.0037,1
CHN,China,East Asia,Political Stability,2023,0.5077,0.5171,0.5397,0.4945,0.0094,1
COL,Colombia,South America,Climate & Energy,2021,0.6511,0.6559,0.6573,0.6545,0.0048,0
COL,Colombia,South America,Climate & Energy,2022,0.7339,0.6579,0.6594,0.6564,-0.0761,0
COL,Colombia,South America,Climate & Energy,2023,0.7317,0.6599,0.6615,0.6583,-0.0718,0
COL,Colombia,South America,Digital Infrastructure,2021,0.5391,0.5537,0.5705,0.5369,0.0147,1
COL,Colombia,South America,Digital Infrastructure,2022,0.5433,0.5813,0.5993,0.5633,0.038,0
COL,Colombia,South America,Digital Infrastructure,2023,0.5661,0.609,0.6282,0.5898,0.0429,0
COL,Colombia,South America,Economic Fragility,2021,0.6474,0.7248,0.739,0.7105,0.0773,0
COL,Colombia,South America,Economic Fragility,2022,0.6559,0.7268,0.742,0.7116,0.0709,0
COL,Colombia,South America,Economic Fragility,2023,0.7034,0.7288,0.7451,0.7126,0.0255,0
COL,Colombia,South America,Food Security,2021,0.7367,0.7793,0.8041,0.7545,0.0426,0
COL,Colombia,South America,Food Security,2022,0.7399,0.7829,0.8094,0.7563,0.043,0
COL,Colombia,South America,Food Security,2023,0.7278,0.7864,0.8148,0.7581,0.0587,0
COL,Colombia,South America,Healthcare,2021,0.3598,0.2543,0.2648,0.2437,-0.1056,0
COL,Colombia,South America,Healthcare,2022,0.3582,0.2569,0.2682,0.2456,-0.1013,0
COL,Colombia,South America,Healthcare,2023,0.3346,0.2595,0.2716,0.2475,-0.075,0
COL,Colombia,South America,Political Stability,2021,0.4121,0.4694,0.5048,0.4341,0.0574,0
COL,Colombia,South America,Political Stability,2022,0.4824,0.4852,0.5231,0.4473,0.0028,1
COL,Colombia,South America,Political Stability,2023,0.4635,0.501,0.5414,0.4606,0.0375,1
CRI,Costa Rica,Central America & Caribbean,Climate & Energy,2021,0.6664,0.6725,0.6779,0.667,0.0061,0
CRI,Costa Rica,Central America & Caribbean,Climate & Energy,2022,0.7424,0.6732,0.6791,0.6674,-0.0692,0
CRI,Costa Rica,Central America & Caribbean,Climate & Energy,2023,0.7426,0.674,0.6802,0.6677,-0.0687,0
CRI,Costa Rica,Central America & Caribbean,Digital Infrastructure,2021,0.6324,0.6022,0.6261,0.5783,-0.0302,0
CRI,Costa Rica,Central America & Caribbean,Digital Infrastructure,2022,0.6401,0.6301,0.6557,0.6046,-0.01,1
CRI,Costa Rica,Central America & Caribbean,Digital Infrastructure,2023,0.6618,0.6581,0.6853,0.6308,-0.0037,1
CRI,Costa Rica,Central America & Caribbean,Economic Fragility,2021,0.6748,0.7286,0.7422,0.7151,0.0538,0
CRI,Costa Rica,Central America & Caribbean,Economic Fragility,2022,0.683,0.7317,0.7462,0.7172,0.0487,0
CRI,Costa Rica,Central America & Caribbean,Economic Fragility,2023,0.7003,0.7348,0.7503,0.7194,0.0345,0
CRI,Costa Rica,Central America & Caribbean,Food Security,2021,0.7622,0.766,0.7902,0.7418,0.0038,1
CRI,Costa Rica,Central America & Caribbean,Food Security,2022,0.7771,0.7617,0.7876,0.7358,-0.0154,1
CRI,Costa Rica,Central America & Caribbean,Food Security,2023,0.7622,0.7575,0.7851,0.7298,-0.0048,1
CRI,Costa Rica,Central America & Caribbean,Healthcare,2021,0.2429,0.2395,0.2493,0.2298,-0.0033,1
CRI,Costa Rica,Central America & Caribbean,Healthcare,2022,0.2373,0.241,0.2515,0.2306,0.0037,1
CRI,Costa Rica,Central America & Caribbean,Healthcare,2023,0.3156,0.2425,0.2536,0.2313,-0.0732,0
CRI,Costa Rica,Central America & Caribbean,Political Stability,2021,0.8054,0.7269,0.7483,0.7055,-0.0785,0
CRI,Costa Rica,Central America & Caribbean,Political Stability,2022,0.8262,0.7238,0.7468,0.7009,-0.1024,0
CRI,Costa Rica,Central America & Caribbean,Political Stability,2023,0.8322,0.7207,0.7452,0.6963,-0.1114,0
CYP,Cyprus,Europe,Climate & Energy,2021,0.6508,0.646,0.6471,0.6449,-0.0048,0
CYP,Cyprus,Europe,Climate & Energy,2022,0.7712,0.6465,0.6476,0.6453,-0.1248,0
CYP,Cyprus,Europe,Climate & Energy,2023,0.7708,0.6469,0.6482,0.6457,-0.1239,0
CYP,Cyprus,Europe,Digital Infrastructure,2021,0.8424,0.9082,0.9305,0.8859,0.0658,0
CYP,Cyprus,Europe,Digital Infrastructure,2022,0.839,0.9476,0.9714,0.9237,0.1086,0
CYP,Cyprus,Europe,Digital Infrastructure,2023,0.8555,0.987,1.0,0.9615,0.1315,0
CYP,Cyprus,Europe,Economic Fragility,2021,0.6457,0.736,0.7568,0.7152,0.0903,0
CYP,Cyprus,Europe,Economic Fragility,2022,0.6535,0.7377,0.7599,0.7154,0.0842,0
CYP,Cyprus,Europe,Economic Fragility,2023,0.7035,0.7393,0.7631,0.7156,0.0358,0
CYP,Cyprus,Europe,Food Security,2021,0.728,0.7625,0.8219,0.703,0.0345,1
CYP,Cyprus,Europe,Food Security,2022,0.7362,0.7672,0.8309,0.7036,0.031,1
CYP,Cyprus,Europe,Food Security,2023,0.7538,0.772,0.8399,0.7041,0.0181,1
CYP,Cyprus,Europe,Healthcare,2021,0.3199,0.2775,0.2855,0.2695,-0.0424,0
CYP,Cyprus,Europe,Healthcare,2022,0.3157,0.2807,0.2893,0.2721,-0.035,0
CYP,Cyprus,Europe,Healthcare,2023,0.3892,0.2839,0.2931,0.2748,-0.1053,0
CYP,Cyprus,Europe,Political Stability,2021,0.7104,0.7368,0.7535,0.7202,0.0264,0
CYP,Cyprus,Europe,Political Stability,2022,0.7107,0.7378,0.7556,0.72,0.027,0
CYP,Cyprus,Europe,Political Stability,2023,0.7077,0.7388,0.7577,0.7198,0.0311,0
CZE,Czechia,Europe,Climate & Energy,2021,0.6677,0.6675,0.6682,0.6669,-0.0001,1
CZE,Czechia,Europe,Climate & Energy,2022,0.7867,0.6675,0.6682,0.6669,-0.1192,0
CZE,Czechia,Europe,Climate & Energy,2023,0.7794,0.6675,0.6682,0.6668,-0.1118,0
CZE,Czechia,Europe,Digital Infrastructure,2021,0.8006,0.8988,0.9399,0.8577,0.0982,0
CZE,Czechia,Europe,Digital Infrastructure,2022,0.812,0.9365,0.9805,0.8926,0.1245,0
CZE,Czechia,Europe,Digital Infrastructure,2023,0.8212,0.9742,1.0,0.9273,0.153,0
CZE,Czechia,Europe,Economic Fragility,2021,0.6995,0.7307,0.7471,0.7143,0.0312,0
CZE,Czechia,Europe,Economic Fragility,2022,0.6772,0.7321,0.7496,0.7145,0.0549,0
CZE,Czechia,Europe,Economic Fragility,2023,0.7116,0.7334,0.7522,0.7147,0.0219,0
CZE,Czechia,Europe,Food Security,2021,0.9019,0.8965,0.9087,0.8842,-0.0054,1
CZE,Czechia,Europe,Food Security,2022,0.9026,0.8962,0.9093,0.8831,-0.0064,1
CZE,Czechia,Europe,Food Security,2023,0.8877,0.8959,0.9099,0.8819,0.0081,1
CZE,Czechia,Europe,Healthcare,2021,0.4752,0.4466,0.4526,0.4407,-0.0285,0
CZE,Czechia,Europe,Healthcare,2022,0.4627,0.4485,0.4549,0.4421,-0.0142,0
CZE,Czechia,Europe,Healthcare,2023,0.4073,0.4503,0.4571,0.4435,0.043,0
CZE,Czechia,Europe,Political Stability,2021,0.8242,0.8547,0.8783,0.8312,0.0305,0
CZE,Czechia,Europe,Political Stability,2022,0.7953,0.8578,0.883,0.8326,0.0625,0
CZE,Czechia,Europe,Political Stability,2023,0.8285,0.8609,0.8877,0.834,0.0323,0
DEU,Germany,Europe,Climate & Energy,2021,0.6608,0.6658,0.6671,0.6645,0.005,0
DEU,Germany,Europe,Climate & Energy,2022,0.778,0.6667,0.6681,0.6654,-0.1113,0
DEU,Germany,Europe,Climate & Energy,2023,0.7737,0.6676,0.6691,0.6662,-0.1061,0
DEU,Germany,Europe,Digital Infrastructure,2021,0.9107,1.0,1.0,0.974,0.0893,0
DEU,Germany,Europe,Digital Infrastructure,2022,0.9174,1.0,1.0,1.0,0.0826,0
DEU,Germany,Europe,Digital Infrastructure,2023,0.9293,1.0,1.0,1.0,0.0707,0
DEU,Germany,Europe,Economic Fragility,2021,0.7026,0.7344,0.7479,0.721,0.0318,0
DEU,Germany,Europe,Economic Fragility,2022,0.7084,0.7349,0.7493,0.7205,0.0265,0
DEU,Germany,Europe,Economic Fragility,2023,0.732,0.7354,0.7508,0.72,0.0035,1
DEU,Germany,Europe,Food Security,2021,0.8622,0.861,0.876,0.8459,-0.0013,1
DEU,Germany,Europe,Food Security,2022,0.8688,0.8611,0.8772,0.845,-0.0077,1
DEU,Germany,Europe,Food Security,2023,0.8509,0.8612,0.8784,0.844,0.0103,1
DEU,Germany,Europe,Healthcare,2021,0.5819,0.5595,0.5655,0.5535,-0.0224,0
DEU,Germany,Europe,Healthcare,2022,0.5758,0.5621,0.5685,0.5556,-0.0137,0
DEU,Germany,Europe,Healthcare,2023,0.5946,0.5646,0.5715,0.5578,-0.03,0
DEU,Germany,Europe,Political Stability,2021,0.7762,0.7393,0.7646,0.714,-0.0369,0
DEU,Germany,Europe,Political Stability,2022,0.7551,0.7337,0.7608,0.7066,-0.0214,1
DEU,Germany,Europe,Political Stability,2023,0.7461,0.7281,0.757,0.6992,-0.018,1
DNK,Denmark,Europe,Climate & Energy,2021,0.6905,0.6907,0.6919,0.6895,0.0002,1
DNK,Denmark,Europe,Climate & Energy,2022,0.758,0.6922,0.6935,0.6909,-0.0657,0
DNK,Denmark,Europe,Climate & Energy,2023,0.7548,0.6938,0.6952,0.6924,-0.0611,0
DNK,Denmark,Europe,Digital Infrastructure,2021,0.9567,1.0,1.0,1.0,0.0433,0
DNK,Denmark,Europe,Digital Infrastructure,2022,0.9509,1.0,1.0,1.0,0.0491,0
DNK,Denmark,Europe,Digital Infrastructure,2023,0.9468,1.0,1.0,1.0,0.0532,0
DNK,Denmark,Europe,Economic Fragility,2021,0.6857,0.7331,0.7438,0.7225,0.0474,0
DNK,Denmark,Europe,Economic Fragility,2022,0.7168,0.7336,0.745,0.7222,0.0168,0
DNK,Denmark,Europe,Economic Fragility,2023,0.7278,0.7341,0.7463,0.7219,0.0063,1
DNK,Denmark,Europe,Food Security,2021,0.7704,0.7588,0.7868,0.7308,-0.0116,1
DNK,Denmark,Europe,Food Security,2022,0.7636,0.7586,0.7885,0.7286,-0.0051,1
DNK,Denmark,Europe,Food Security,2023,0.7444,0.7583,0.7903,0.7263,0.0139,1
DNK,Denmark,Europe,Healthcare,2021,0.4052,0.4164,0.4356,0.3973,0.0113,1
DNK,Denmark,Europe,Healthcare,2022,0.3289,0.4191,0.4396,0.3986,0.0902,0
DNK,Denmark,Europe,Healthcare,2023,0.3294,0.4218,0.4436,0.3999,0.0924,0
DNK,Denmark,Europe,Political Stability,2021,0.8201,0.7854,0.8025,0.7683,-0.0348,0
DNK,Denmark,Europe,Political Stability,2022,0.8072,0.7794,0.7977,0.7611,-0.0278,0
DNK,Denmark,Europe,Political Stability,2023,0.8033,0.7734,0.7929,0.7539,-0.0299,0
DOM,Dominican Republic,Central America & Caribbean,Climate & Energy,2021,0.6231,0.6293,0.6316,0.627,0.0062,0
DOM,Dominican Republic,Central America & Caribbean,Climate & Energy,2022,0.7406,0.6309,0.6334,0.6284,-0.1097,0
DOM,Dominican Republic,Central America & Caribbean,Climate & Energy,2023,0.6743,0.6325,0.6351,0.6298,-0.0418,0
DOM,Dominican Republic,Central America & Caribbean,Digital Infrastructure,2021,0.5369,0.5072,0.5297,0.4846,-0.0297,0
DOM,Dominican Republic,Central America & Caribbean,Digital Infrastructure,2022,0.522,0.5323,0.5565,0.5082,0.0103,1
DOM,Dominican Republic,Central America & Caribbean,Digital Infrastructure,2023,0.5421,0.5575,0.5833,0.5317,0.0154,1
DOM,Dominican Republic,Central America & Caribbean,Economic Fragility,2021,0.609,0.7159,0.7401,0.6916,0.1069,0
DOM,Dominican Republic,Central America & Caribbean,Economic Fragility,2022,0.6761,0.7187,0.7446,0.6927,0.0426,0
DOM,Dominican Republic,Central America & Caribbean,Economic Fragility,2023,0.7112,0.7215,0.7492,0.6938,0.0102,1
DOM,Dominican Republic,Central America & Caribbean,Food Security,2021,0.6693,0.7299,0.7644,0.6955,0.0606,0
DOM,Dominican Republic,Central America & Caribbean,Food Security,2022,0.6217,0.7399,0.7769,0.7029,0.1182,0
DOM,Dominican Republic,Central America & Caribbean,Food Security,2023,0.6812,0.7498,0.7894,0.7102,0.0686,0
DOM,Dominican Republic,Central America & Caribbean,Healthcare,2021,0.1826,0.139,0.1517,0.1262,-0.0437,0
DOM,Dominican Republic,Central America & Caribbean,Healthcare,2022,0.1812,0.137,0.1507,0.1234,-0.0442,0
DOM,Dominican Republic,Central America & Caribbean,Healthcare,2023,0.1672,0.1351,0.1496,0.1205,-0.0321,0
DOM,Dominican Republic,Central America & Caribbean,Political Stability,2021,0.6812,0.6606,0.6841,0.6371,-0.0206,1
DOM,Dominican Republic,Central America & Caribbean,Political Stability,2022,0.6729,0.6641,0.6892,0.639,-0.0088,1
DOM,Dominican Republic,Central America & Caribbean,Political Stability,2023,0.6707,0.6676,0.6944,0.6408,-0.0031,1
ECU,Ecuador,South America,Climate & Energy,2021,0.638,0.6339,0.6358,0.632,-0.0041,0
ECU,Ecuador,South America,Climate & Energy,2022,0.7471,0.6349,0.637,0.6329,-0.1122,0
ECU,Ecuador,South America,Climate & Energy,2023,0.6724,0.636,0.6382,0.6338,-0.0364,0
ECU,Ecuador,South America,Digital Infrastructure,2021,0.4948,0.4802,0.504,0.4564,-0.0146,1
ECU,Ecuador,South America,Digital Infrastructure,2022,0.5088,0.5055,0.531,0.4801,-0.0032,1
ECU,Ecuador,South America,Digital Infrastructure,2023,0.5332,0.5309,0.558,0.5037,-0.0024,1
ECU,Ecuador,South America,Economic Fragility,2021,0.6676,0.7705,0.8038,0.7372,0.1029,0
ECU,Ecuador,South America,Economic Fragility,2022,0.6861,0.7778,0.8135,0.7422,0.0917,0
ECU,Ecuador,South America,Economic Fragility,2023,0.72,0.7852,0.8232,0.7471,0.0651,0
ECU,Ecuador,South America,Food Security,2021,0.6622,0.7685,0.8034,0.7336,0.1063,0
ECU,Ecuador,South America,Food Security,2022,0.6692,0.7719,0.8093,0.7345,0.1027,0
ECU,Ecuador,South America,Food Security,2023,0.6682,0.7754,0.8152,0.7355,0.1072,0
ECU,Ecuador,South America,Healthcare,2021,0.2507,0.2599,0.2649,0.255,0.0092,0
ECU,Ecuador,South America,Healthcare,2022,0.228,0.2667,0.272,0.2614,0.0387,0
ECU,Ecuador,South America,Healthcare,2023,0.2272,0.2735,0.2791,0.2678,0.0463,0
ECU,Ecuador,South America,Political Stability,2021,0.5631,0.6072,0.6346,0.5799,0.0441,0
ECU,Ecuador,South America,Political Stability,2022,0.5385,0.6161,0.6454,0.5869,0.0777,0
ECU,Ecuador,South America,Political Stability,2023,0.5456,0.6251,0.6563,0.5938,0.0794,0
ESP,Spain,Europe,Climate & Energy,2021,0.6505,0.6503,0.6514,0.6493,-0.0001,1
ESP,Spain,Europe,Climate & Energy,2022,0.7622,0.6507,0.6518,0.6496,-0.1115,0
ESP,Spain,Europe,Climate & Energy,2023,0.7594,0.6511,0.6522,0.6499,-0.1083,0
ESP,Spain,Europe,Digital Infrastructure,2021,0.8301,0.9098,0.9424,0.8772,0.0797,0
ESP,Spain,Europe,Digital Infrastructure,2022,0.8417,0.9459,0.9808,0.9111,0.1043,0
ESP,Spain,Europe,Digital Infrastructure,2023,0.861,0.982,1.0,0.9448,0.1211,0
ESP,Spain,Europe,Economic Fragility,2021,0.6808,0.7556,0.7737,0.7375,0.0748,0
ESP,Spain,Europe,Economic Fragility,2022,0.6684,0.7582,0.7776,0.7389,0.0898,0
ESP,Spain,Europe,Economic Fragility,2023,0.7126,0.7609,0.7816,0.7402,0.0483,0
ESP,Spain,Europe,Food Security,2021,0.8015,0.8042,0.8275,0.781,0.0028,1
ESP,Spain,Europe,Food Security,2022,0.805,0.804,0.8288,0.7791,-0.001,1
ESP,Spain,Europe,Food Security,2023,0.7815,0.8037,0.8302,0.7772,0.0222,1
ESP,Spain,Europe,Healthcare,2021,0.4089,0.395,0.4029,0.387,-0.0139,0
ESP,Spain,Europe,Healthcare,2022,0.3901,0.399,0.4074,0.3905,0.0089,0
ESP,Spain,Europe,Healthcare,2023,0.3384,0.403,0.412,0.3939,0.0646,0
ESP,Spain,Europe,Political Stability,2021,0.7293,0.6571,0.701,0.6133,-0.0721,0
ESP,Spain,Europe,Political Stability,2022,0.688,0.6588,0.7057,0.6119,-0.0292,1
ESP,Spain,Europe,Political Stability,2023,0.6812,0.6605,0.7105,0.6104,-0.0207,1
EST,Estonia,Europe,Climate & Energy,2021,0.7124,0.7309,0.7371,0.7247,0.0186,0
EST,Estonia,Europe,Climate & Energy,2022,0.8005,0.7323,0.739,0.7257,-0.0681,0
EST,Estonia,Europe,Climate & Energy,2023,0.784,0.7338,0.7408,0.7267,-0.0502,0
EST,Estonia,Europe,Digital Infrastructure,2021,0.8403,0.9151,0.9534,0.8768,0.0748,0
EST,Estonia,Europe,Digital Infrastructure,2022,0.867,0.9458,0.9867,0.9048,0.0787,0
EST,Estonia,Europe,Digital Infrastructure,2023,0.8298,0.9764,1.0,0.9327,0.1466,0
EST,Estonia,Europe,Economic Fragility,2021,0.6641,0.7377,0.7675,0.7078,0.0735,0
EST,Estonia,Europe,Economic Fragility,2022,0.6971,0.7407,0.7727,0.7088,0.0436,0
EST,Estonia,Europe,Economic Fragility,2023,0.7376,0.7438,0.7779,0.7097,0.0062,1
EST,Estonia,Europe,Food Security,2021,0.8327,0.8298,0.8564,0.8031,-0.0029,1
EST,Estonia,Europe,Food Security,2022,0.8276,0.8318,0.8603,0.8033,0.0042,1
EST,Estonia,Europe,Food Security,2023,0.7761,0.8338,0.8642,0.8034,0.0577,0
EST,Estonia,Europe,Healthcare,2021,0.3543,0.3496,0.3571,0.3421,-0.0047,1
EST,Estonia,Europe,Healthcare,2022,0.3399,0.3502,0.3582,0.3422,0.0103,0
EST,Estonia,Europe,Healthcare,2023,0.3348,0.3509,0.3594,0.3423,0.016,0
EST,Estonia,Europe,Political Stability,2021,0.7811,0.7445,0.759,0.73,-0.0366,0
EST,Estonia,Europe,Political Stability,2022,0.7766,0.7421,0.7576,0.7266,-0.0345,0
EST,Estonia,Europe,Political Stability,2023,0.762,0.7397,0.7562,0.7232,-0.0223,0
ETH,Ethiopia,Africa,Climate & Energy,2021,0.5096,0.4949,0.5003,0.4895,-0.0147,0
ETH,Ethiopia,Africa,Climate & Energy,2022,0.4037,0.499,0.5048,0.4933,0.0953,0
ETH,Ethiopia,Africa,Climate & Energy,2023,0.2095,0.5032,0.5093,0.497,0.2936,0
ETH,Ethiopia,Africa,Digital Infrastructure,2021,0.0967,0.1045,0.122,0.087,0.0079,1
ETH,Ethiopia,Africa,Digital Infrastructure,2022,0.0192,0.1103,0.129,0.0916,0.0911,0
ETH,Ethiopia,Africa,Digital Infrastructure,2023,0.0192,0.1161,0.1361,0.0961,0.0969,0
ETH,Ethiopia,Africa,Economic Fragility,2021,0.6225,0.6109,0.6409,0.5808,-0.0116,1
ETH,Ethiopia,Africa,Economic Fragility,2022,0.6053,0.6084,0.6405,0.5762,0.0031,1
ETH,Ethiopia,Africa,Economic Fragility,2023,0.6056,0.6059,0.6402,0.5715,0.0003,1
ETH,Ethiopia,Africa,Food Security,2021,0.3076,0.6783,0.7661,0.5905,0.3707,0
ETH,Ethiopia,Africa,Food Security,2022,0.3903,0.6901,0.7841,0.5961,0.2998,0
ETH,Ethiopia,Africa,Food Security,2023,0.5748,0.7019,0.8022,0.6016,0.1271,0
ETH,Ethiopia,Africa,Healthcare,2021,0.06,0.1112,0.1427,0.0798,0.0512,0
ETH,Ethiopia,Africa,Healthcare,2022,0.0498,0.1112,0.1449,0.0776,0.0614,0
ETH,Ethiopia,Africa,Healthcare,2023,0.0504,0.1112,0.1472,0.0753,0.0609,0
ETH,Ethiopia,Africa,Political Stability,2021,0.1457,0.2667,0.3001,0.2333,0.121,0
ETH,Ethiopia,Africa,Political Stability,2022,0.1702,0.2639,0.2997,0.2281,0.0937,0
ETH,Ethiopia,Africa,Political Stability,2023,0.1921,0.2611,0.2993,0.2229,0.069,0
FIN,Finland,Europe,Climate & Energy,2021,0.6903,0.6871,0.6889,0.6853,-0.0032,0
