Country Code,Country Name,Region,Domain,Base_2030,Optimistic_2030,Pessimistic_2030,Composite_Base,Composite_Opt,Composite_Pess,Data_Type
BEL,Belgium,Europe,Healthcare,0.487864987519238,0.4936736979030651,0.48205627713541094,0.7338980799959641,0.7519947282716726,0.7158014317202558,Actual
BEL,Belgium,Europe,Political Stability,0.6679568776301288,0.6975604684587116,0.638353286801546,0.7338980799959641,0.7519947282716726,0.7158014317202558,Actual
BFA,Burkina Faso,Africa,Climate & Energy,0.35728143148097846,0.4069263243466023,0.3076365386153546,0.3759797820241739,0.4150025728086191,0.3369569912397287,Actual
BFA,Burkina Faso,Africa,Digital Infrastructure,0.11624445202386546,0.1357747498251049,0.09671415422262603,0.3759797820241739,0.4150025728086191,0.3369569912397287,Actual
BFA,Burkina Faso,Africa,Economic Fragility,0.7005889960457907,0.7167235043929231,0.6844544876986584,0.3759797820241739,0.4150025728086191,0.3369569912397287,Actual
BFA,Burkina Faso,Africa,Food Security,0.7631372652764252,0.8007769655725449,0.7254975649803056,0.3759797820241739,0.4150025728086191,0.3369569912397287,Actual
BFA,Burkina Faso,Africa,Healthcare,0.18088859967600301,0.2358756553366551,0.12590154401535092,0.3759797820241739,0.4150025728086191,0.3369569912397287,Actual
BFA,Burkina Faso,Africa,Political Stability,0.13773794764198044,0.19393823737788413,0.08153765790607675,0.3759797820241739,0.4150025728086191,0.3369569912397287,Actual
BGD,Bangladesh,South Asia,Climate & Energy,0.5348285974410949,0.5553983221761285,0.5142588727060613,0.47962190372963426,0.5126494291571809,0.4465943783020876,Actual
BGD,Bangladesh,South Asia,Digital Infrastructure,0.3429414547813501,0.38009849262618767,0.3057844169365125,0.47962190372963426,0.5126494291571809,0.4465943783020876,Actual
BGD,Bangladesh,South Asia,Economic Fragility,0.6618071681229922,0.6712738996196096,0.6523404366263749,0.47962190372963426,0.5126494291571809,0.4465943783020876,Actual
BGD,Bangladesh,South Asia,Food Security,0.8613533027044085,0.9350419631138013,0.7876646422950156,0.47962190372963426,0.5126494291571809,0.4465943783020876,Actual
BGD,Bangladesh,South Asia,Healthcare,0.08183973725180982,0.08400693216218372,0.07967254234143592,0.47962190372963426,0.5126494291571809,0.4465943783020876,Actual
BGD,Bangladesh,South Asia,Political Stability,0.3949611620761502,0.4500769652451749,0.33984535890712547,0.47962190372963426,0.5126494291571809,0.4465943783020876,Actual
BHR,Bahrain,Middle East,Climate & Energy,0.751218554903101,0.8004831758082784,0.7019539339979235,0.5837506469000944,0.6202940001813849,0.534731128710859,Actual
BHR,Bahrain,Middle East,Digital Infrastructure,1.0,1.0,0.9251430105523311,0.5837506469000944,0.6202940001813849,0.534731128710859,Actual
BHR,Bahrain,Middle East,Economic Fragility,0.7273144681740051,0.7483541463378909,0.7062747900101194,0.5837506469000944,0.6202940001813849,0.534731128710859,Actual
